sentence,id,article_id,valence,arousal,is_annotated,is_miscellaneous,is_drafted,rank_idx,draft_time
" Boeing Co (N:BA), the world's biggest planemaker, reported a 19 percent rise in quarterly profit, helped by booming demand for commercial aircraft.",63207,12385,0.66,0.55,True,False,True,602,2022-08-23T08:51:13.8418810
"David MacLennan, who has led Cargill for the past 13 months, also revealed that unrest in Ukraine had affected plans for the company's expansion in the Black Sea, a key grainproducing region.",63390,12405,0.40,0.63,True,False,True,716,2022-08-24T09:57:06.7211040
Blackstone Advisory Partners LP was financial adviser to RockTenn in the deal.,63664,12441,0.52,0.51,True,False,True,457,2022-08-05T13:29:30.7331140
"UPS (N:UPS) was among the largest drags on the S&P 500 after a gloomy outlook, alongside Exxon Mobil (N:XOM).",63818,12454,0.33,0.60,True,False,True,73,2022-06-07T14:36:21.6531850
"Deere had about 59,600 fulltime employees as of Oct. 31, including approximately 29,000 employees in the United States and Canada.",63915,12467,0.50,0.50,True,False,True,447,2022-08-05T13:26:20.1788330
Total CEO Patrick Pouyanne also said it would maintain dividends while Eni chief Claudio descalzi told Reuters television he was confident prices would rebound and that the company would be also able to sustain dividends.,63939,12469,0.63,0.40,True,False,True,713,2022-08-24T09:55:15.3368240
"The offer of additional yield moved the syndication forward, however.",64005,12473,0.57,0.52,True,False,True,601,2022-08-23T08:50:55.4692900
"Reuters found that from December 2006 through September 2013, about 40 companies won a combined $88.1 million in Pemex contracts after Pemex's internal SFP unit banned them.",64123,12474,0.42,0.58,True,False,True,579,2022-08-23T08:42:19.9475580
"State Street said fourthquarter revenue from foreign exchange trading was $168 million, up 34 percent from the yearago period.",64163,12475,0.66,0.50,True,False,True,37,2022-06-17T13:57:39.5381430
"Salesforce declined to comment, while the other companies were not immediately available for comment.",64482,12506,0.47,0.42,True,False,True,492,2022-08-18T14:07:08.7728220
"For now at least they appear to have decided to stop short of overthrowing Hadi, possibly preferring to exert control over a weakened leader rather than take on the burden of power.",64608,12517,0.57,0.41,True,False,True,710,2022-08-24T09:52:44.1127120
"In his televised speech that followed, the group's leader AbdelMalek alHouthi warned Hadi that he had to implement the powersharing deal.",64624,12517,0.40,0.61,True,False,True,795,2022-08-25T09:20:44.8667280
"The company had invested heavily in its supply chain operations, but a combination of dataentry and ordering errors, poor training, and confusion over differences between U.S. and Canadian systems resulted in empty shelves for key merchandise and overstocking of other products.",64981,12574,0.27,0.43,True,False,True,519,2022-08-18T14:20:27.1785710
Shares of both FXCM and Leucadia were halted during the session.,65004,12577,0.47,0.40,True,False,True,726,2022-08-24T10:03:06.3607360
"But in July 2013, DerYeghiayan, who worked in Chicago, testified that over his objections, federal prosecutors in Baltimore met with Karpeles as part of an investigation over unlicensed money transfers.",65154,12595,0.39,0.55,True,False,True,295,2022-06-24T13:16:11.7734290
"Adding to volatility, the Swiss National Bank scrapped its cap on the franc currency in a surprise move.U.S.traded Swiss stocks climbed.",65170,12599,0.61,0.67,True,False,True,520,2022-08-18T14:20:44.7432230
"For instance, executives have been discouraging brokers from using the term ""hack,"" which gives the impression that an outsider gained access to the bank's systems.",65193,12601,0.48,0.56,True,False,True,647,2022-08-23T11:44:25.6014430
"Senior Morgan Stanley executives in New York, including Chief Executive Officer James Gorman, had been calling staff members to congratulate them on their promotions, Reuters reported earlier in the day.",65224,12604,0.66,0.50,True,False,True,187,2022-06-17T13:58:08.7724220
RadioShack's shares have fallen nearly 60 percent since its bankruptcy warning through Tuesday's close.,65428,12626,0.28,0.62,True,False,True,511,2022-08-18T14:15:36.5752100
"""He views our parts procurement reform as one experimental way.",65709,12655,0.56,0.53,True,False,True,266,2022-06-23T09:58:56.1914820
FOREIGN PRESSUREShiramizu is an unlikely scourge of the Toyota tradition.,65731,12655,0.44,0.66,True,False,True,462,2022-08-05T13:30:40.2998910
"Higher targets are necessary because of increased costs of holding more capital and complying with additional regulatory requirements, including antimoney laundering rules, Larsen said.",65913,12671,0.39,0.45,True,False,True,112,2022-06-08T12:45:51.6500420
" Fiat Chrysler Automobiles (N:FCAU) (MI:FCHA) Chief Executive Sergio",66086,12684,0.50,0.50,True,True,True,162,2022-06-17T09:36:08.0283250
" Morgan Stanley (NYSE:MS) said it has raised about $1 billion for a new credit fund, the latest in a series of private equitytype vehicles it is raising despite a new regulation that limits the bank's own participation in such funds.",66803,12752,0.57,0.52,True,False,True,65,2022-06-07T14:32:02.5356170
"He said the parent body would continue ""to put pressure"" on the American Red Cross to change its policy, although he would not say what form that pressure would take.",66999,12769,0.39,0.74,True,False,True,436,2022-08-05T13:24:08.8903210
"Despite the controversy, there has been little public debate about the donations.",67000,12769,0.40,0.58,True,False,True,776,2022-08-24T14:28:58.7743400
WHY TAKE THE MONEY?,67018,12769,0.53,0.61,True,False,True,746,2022-08-24T14:18:03.0013590
"McDonald's Japan brought in Chief Executive Sarah Casanova last March to reverse the trend, but the company is still on track to record its sixth straight year of sales declines and its first annual loss in 11 years.",67046,12775,0.33,0.45,True,False,True,782,2022-08-25T09:16:03.6662820
"About 8.3 billion shares changed hands on U.S. exchanges, above the 5.5 billion average for the last five sessions, according to BATS Global Markets.",67197,12790,0.56,0.54,True,False,True,291,2022-06-24T13:15:44.1775370
"They said traders would use such names as The Cartel, The Bandits' Club and The Mafia to swap confidential orders, and set prices through manipulative tactics such as ""front running,"" ""banging the close"" and ""painting the screen.""",67363,12819,0.38,0.68,True,False,True,71,2022-06-07T14:35:31.8576030
Greek politics were at the forefront of market thinking on Monday as the debate around the possibility of elections later this month resulting in the country leaving the euro zone picked up again.,67451,12831,0.37,0.58,True,False,True,689,2022-08-24T09:45:28.9353240
McDonald's is cheaper than Shack Shack and competes for a less affluent consumer.,67506,12836,0.56,0.47,True,False,True,262,2022-06-23T09:56:56.0450250
"""We're always looking for the latest version,"" said Harry Balzer, an analyst at NPD Group, a market research company.",67508,12836,0.55,0.52,True,False,True,410,2022-07-19T16:15:28.7436330
Add in dividends and the advance is 15 percent.,67621,12854,0.58,0.54,True,False,True,317,2022-08-25T09:14:48.9267920
"For instance, The refinery has bought highsulfur oil similar to Olmeca only occasionally over the past four years, according to EIA data.",67673,12855,0.50,0.50,True,True,True,289,2022-06-24T13:15:21.9289710
Both banks paid senior staff more than five times more in variable pay than fixed pay in 2013.,67760,12862,0.62,0.52,True,False,True,645,2022-08-23T11:43:52.6694680
"The leftwing Syriza party, which opposes Greece's EU/IMF bailout and which is leading in opinion polls, has said it wants to abandon the many of the drastic spending cuts that are central to Greece's rehabilitation program.",67767,12867,0.36,0.60,True,True,True,231,2022-07-01T13:47:52.3217730
"Shigehisa Takada, the grandson of the company founder, will become president.",68204,12918,0.60,0.50,True,False,True,279,2022-06-23T10:18:56.7884130
"Brinsley, who was described by de Blasio as ""emotionally troubled"" and a ""career criminal"", shot and killed himself after slaying the officers.",68277,12924,0.26,0.75,True,False,True,707,2022-08-25T09:48:05.9554490
The company said the machines could malfunction especially if used to brew more than two cups in quick succession.,68359,12929,0.36,0.60,True,False,True,763,2022-08-24T14:24:07.9477020
"They estimated the boost to world growth would be between 0.3 and 0.7 percentage points above the Fund's baseline forecast of 3.8 percent in 2015, with the gain to China ranging from 0.4 to 0.7 percentage points.",68571,12949,0.57,0.47,True,False,True,572,2022-08-22T08:51:41.8751150
"""Edward Snowden did more to create a future with many clouds in many locations than any tech company has done,"" said Steve Herrod, the former chief technology officer of VMware Inc, now a venture capitalist at General Catalyst Partners.",69143,13010,0.58,0.63,True,False,True,679,2022-08-24T09:40:48.6389880
"Amazon ""must be definitely more localized,"" said Gordon Muehl, chief technology officer of security for German business software maker SAP.",69145,13010,0.49,0.62,True,False,True,357,2022-07-01T13:49:47.8601650
The stock had gained 2.4 percent this year as of Tuesday's close.,69512,13055,0.65,0.57,True,False,True,430,2022-08-05T13:23:03.9516600
"In October, AT&T Inc agreed to pay $105 million to settle similar cramming allegations in a case negotiated by the FCC and the Federal Trade Commission.",69643,13068,0.25,0.50,True,False,True,31,2022-06-03T14:29:07.6461680
The former casino floor would be converted to administrative offices.,70133,13111,0.52,0.53,True,False,True,656,2022-08-23T11:48:19.3644000
"Absolutely,"" Kopp said.",70410,13128,0.50,0.65,True,False,True,20,2022-06-03T14:27:40.0276550
"However, the complaints dropped significantly this year.",70446,13132,0.68,0.37,True,False,True,233,2022-06-21T13:29:06.0623810
"More recently, it won an exemption from safety rules that threatened U.S. sales of the coupe and convertible versions of its DB9 and Vantage models.",70477,13134,0.63,0.41,True,False,True,413,2022-07-19T16:16:32.3561020
S&P said it believed Tesco's profitability would continue to weaken as competition within the British retail sector remained intense.,70562,13140,0.38,0.59,True,False,True,578,2022-08-23T08:41:58.5186510
"That could save the company about $275 million from 2015 to 2018, based on a range of Wall Street earnings projections, it said.",70587,13144,0.61,0.38,True,False,True,402,2022-07-19T16:12:13.3089430
" (Reporting By Jed Horowitz.",70657,13149,0.50,0.50,True,True,True,354,2022-07-01T13:48:26.8185150
"Of students who enrolled in 2009, 90 percent had graduated within five years, Stanford said, compared with a fiveyear graduation rate of 92.2 percent five years earlier.",70751,13155,0.21,0.50,True,False,True,8,2022-06-03T14:26:00.4584310
Some students say they are quitting to start companies.,70752,13155,0.35,0.44,True,False,True,749,2022-08-24T14:19:19.0186620
"Investors are concerned that keeping more capital will dampen returns for shareholder for years to come, as well as slow additional dividends and stock buybacks.",70893,13158,0.36,0.42,True,False,True,546,2022-08-22T08:39:24.1845400
"The Justice Department said it sought the extension in part because it had obtained information about ""possible historical violations"" of U.S. sanctions laws that took place after 2007.",71059,13171,0.35,0.61,True,False,True,468,2022-08-05T13:31:41.2584680
"""Through fraudulent conveyances involving shell companies, Deutsche Bank tried to make its potential tax liabilities disappear,"" Bharara said in a statement.",71412,13198,0.61,0.55,True,False,True,745,2022-08-24T14:17:44.7668370
"The case is U.S. v Deutsche Bank AG et al, U.S. District Court, Southern District of New York, No. 1409669.",71419,13198,0.51,0.50,True,False,True,671,2022-08-23T11:54:43.2137150
"The disappointing Chinese and Japanese data contrasted sharply with Friday's U.S. nonfarm payrolls that showed employment in November surged by 321,000, easily topping forecasts for 230,000 new jobs.",71537,13209,0.55,0.69,True,False,True,509,2022-08-18T14:14:14.2237220
"At trial, they argued that Madoff duped their clients into believing his investment advisory business was legitimate.",71579,13215,0.06,0.96,True,False,True,213,2022-06-17T14:06:16.1339000
"For example, the twoyearold, $576 million JPMorgan Global Bond Opportunities Fund, received $346 million in inflows since Sept. 26, the day Gross quit, according to",71870,13241,0.58,0.50,True,False,True,255,2022-06-23T09:54:21.0233420
"In its latest move Sears said last month it might sell up to 300 stores to a real estate investment trust (REIT), which would then lease the properties back to Sears.",71908,13242,0.50,0.59,True,False,True,449,2022-08-05T13:27:52.4257740
Data from the United States supported sentiment.,72012,13248,0.56,0.47,True,False,True,170,2022-06-17T09:39:01.5466760
"That could change if a more fundamental shortcoming, such as a design flaw rather than a manufacturing issue, was found to be at the root of the defects, or if there's a significant expansion in the scale of car recalls.",72345,13278,0.34,0.70,True,False,True,432,2022-08-05T13:23:28.2407090
"General Motors Co, Chrysler Group, Toyota Motor Corp and Honda Motor Co all reported yeartoyear sales gains in November, while Ford Motor Co and Nissan Motor Co Ltd had modest declines.",72469,13288,0.52,0.52,True,False,True,643,2022-08-23T11:42:56.4182260
"The agency said its investigators found a number of design and manufacturing concerns that could have led to the short circuiting, including the presence of foreign debris and an inspection process that could not reliably detect defects.",72543,13294,0.25,0.57,True,False,True,331,2022-07-01T07:46:47.0454220
"The German automaker said on Monday it will expand capacity at Deutsche ACCUmotive, its batterymaking division in Saxony as it expects ""high and steadilygrowing demand"" for electriccar batteries.",72877,13318,0.60,0.40,True,False,True,467,2022-08-05T13:31:37.5533910
"""They should have their money, but for us this is all very obstructive.",72906,13321,0.36,0.61,True,False,True,488,2022-08-16T14:00:06.0394660
"With the big stock price drops, others see a run to consolidation.",73109,13333,0.48,0.41,True,False,True,84,2022-06-07T14:44:56.3159080
"Kinder Morgan said that while it will not be able to finish all planned work before Dec. 1, it believes it has obtained enough data for the National Energy Board, Canada's energy regulator, to complete its review of the project.",73325,13347,0.62,0.39,True,False,True,573,2022-08-22T08:52:01.6001710
"The ruptured inflator involved in the 2002 Honda recall was not mentioned by Schostek in the Senate hearing because ""it is not relevant to the issues associated with the Takata air bag inflator ruptures that were the subject of the hearing,"" the spokesman said.",73391,13352,0.36,0.58,True,False,True,91,2022-06-17T14:07:39.1422650
" The U.S. Federal Aviation Administration proposed on Wednesday requiring a fix for Boeing Co's 7878 Dreamliner, following ""numerous reports of failures of proximity sensors"" on the hightech plane's wings.",73471,13362,0.21,0.54,True,False,True,34,2022-06-03T14:29:37.7905070
"For each of the moves, NHTSA said, ""The closing of this investigation does not constitute a finding by NHTSA that a safety related defect does not exist.""",73727,13385,0.56,0.56,True,False,True,300,2022-06-24T13:17:36.3564300
"When Syngenta released its Agrisure Duracade corn this year, which is approved in the United States but not by China, it contracted grain handler Gavilon, owned by Japanese trading house Marubeni Corp, to oversee the launch.",73768,13387,0.52,0.50,True,False,True,273,2022-06-23T10:16:06.4120010
"""The rapid growth being achieved in nonOPEC production means it faces the risk that even a large cut to supply may not be enough to support prices and could simply result in lost market share and revenue,"" they said.",73793,13391,0.32,0.59,True,False,True,228,2022-06-17T14:09:16.6705780
"But Jindal, a former parliamentarian from the opposition Congress party, said he would nevertheless expand the company's businesses aggressively.",73981,13410,0.60,0.57,True,False,True,771,2022-08-24T14:27:22.5552870
"Intesa Sanpaolo automated teller machines (ATMs) in Milan"" alt=""© Reuters.",74054,13418,0.50,0.50,True,True,True,103,2022-06-08T12:39:43.0107840
"Roughly 30 members of the sixth generation, aged between 15 and 30, are contenders to see if they could one day run Wallenberg's Investor holding company and several foundations with major stakes in Electrolux, Atlas Copco and Ericsson.",74057,13419,0.52,0.63,True,False,True,392,2022-07-19T16:08:16.2406220
The benchmark S&P 500 index was posting 93 new 52week highs and no new lows; the Nasdaq Composite was recording 106 new highs and 28 new lows.,74181,13429,0.59,0.48,True,False,True,523,2022-08-22T08:32:32.3595490
"Among those weGivaudandan (VX:GIVN), the world's biggest maker of flavours and fragrances, or media groReed Elsevierier (L:REL).Stocks from Switzerland  home to reliable earners such as Geberit  accounted for 13 out of 38 components.",74294,13436,0.50,0.50,True,True,True,762,2022-08-24T14:23:51.1552210
"""We will continue to meet our responsibility  we will do what we must to raise inflation and inflation expectations as fast as possible,"" Draghi said in a heavyweight speech.",74308,13437,0.39,0.77,True,False,True,307,2022-06-24T13:22:21.6751580
"There is hope that this step (lower Chinese interest rates) will lift commodities demand.""",74323,13437,0.59,0.53,True,False,True,271,2022-06-23T10:15:27.8509550
but it's still important,74465,13451,0.50,0.55,True,False,True,361,2022-07-01T13:51:18.7637540
Writing by Conor Humphries; Editing by Michael Urquhart),74668,13460,0.50,0.50,True,True,True,515,2022-08-18T14:18:48.4711540
"Arizona was seeking $3 billion from GM for defrauding state consumers, the New York Times reported.",74679,13462,0.33,0.57,True,False,True,319,2022-07-01T07:35:09.0693620
"Boeing led the way in adopting justintime ""Lean Manufacturing"" inspired by Toyota in the 1990s and its coloured progress charts have become a common sight, including at Airbus.",74936,13479,0.89,0.72,True,False,True,23,2022-06-03T14:27:57.2407200
Stock exchanges and some SEC commissioners were upset that the initial plan did not capture more large broker dealers who match investors' orders internally.,75026,13485,0.35,0.57,True,False,True,613,2022-08-23T08:55:46.8333770
Batista has said he was legally obliged to sell the stock to pay debts that had become due.,75288,13509,0.43,0.56,True,False,True,770,2022-08-24T14:27:08.4495190
"The NHTSA complaint about the August accident in North Carolina said the Mustang ""crashed into the rear end of another vehicle"" at about 35 miles per hour.",75539,13541,0.33,0.67,True,False,True,102,2022-06-08T12:39:02.7280970
"""The value of imports from Europe was up 60 percent to $4.6 billion in the first nine months of 2014, customs data showed, against exports of $4.4 billion.",75563,13543,0.52,0.53,True,False,True,683,2022-08-24T09:42:28.8994560
A spokesman for Porsche SE rejected the allegations.,75721,13553,0.40,0.49,True,False,True,538,2022-08-22T08:37:08.1970990
"""We still believe that on a casebycase basis there is meaningful value to be had from inversions,"" Read said.",75771,13557,0.65,0.56,True,False,True,165,2022-06-17T09:37:18.0731490
"This was largely driven by a 16 percent rise in fixed income, currencies and commodities (FICC), which benefited from greater volatility caused by uncertainty over U.S. and European monetary policies and geopolitical instability.",75854,13563,0.61,0.52,True,False,True,556,2022-08-22T08:45:30.4675580
"For the first time, the platform will also be able to manage and make secure medical diagnostic equipment, industrial machinery and even cars.",75932,13570,0.68,0.55,True,False,True,368,2022-07-01T13:53:19.4537610
"""But while we're waiting for (other) consumer stocks to rise, lower energy prices continue to be a headwind,"" Hogan said.",75949,13571,0.39,0.54,True,False,True,325,2022-07-01T07:37:23.5521610
"""Ford sells about 6,000 vehicles a month in South Africa, making it the thirdlargest supplier behind Toyota and Volkswagen.",76059,13579,0.58,0.52,True,False,True,688,2022-08-24T09:45:11.3111070
"The central bank, whose boss Mark Carney is leading global regulatory efforts to reform financial benchmarks, has dismissed Mallet but said he had not done anything illegal or improper.",76366,13608,0.57,0.42,True,False,True,738,2022-08-24T14:14:13.5587880
"""These are shortterm market dynamics,"" Air Lease Corp Chief Executive Officer Steven UdvarHazy told Reuters, referring to oil price moves.",76423,13616,0.49,0.63,True,False,True,685,2022-08-24T09:43:33.0829580
"Even with the appliances sale, GE's brand ""means a lot to consumers,"" GE Chief Marketing Officer Beth Comstock said on Tuesday, underscoring a major rationale for the products that will be cobranded with both companies' names.",76467,13620,0.63,0.49,True,False,True,423,2022-08-05T13:20:56.7382150
"The case is Moore et al v. Apple Inc, U.S. District Court, Northern District of California, No. 1402269.",76524,13624,0.50,0.50,True,True,True,788,2022-08-25T09:17:59.5974750
"FOR RISKSBeyond the inherent risks, though, these deals are often unfair to outside investors, said David Miller, a Houstonbased lawyer who represents investors in lawsuits against issuers and brokers of private placements.",76651,13633,0.36,0.54,True,False,True,595,2022-08-23T08:48:11.1665390
"""This looks, on my first reading, to be a legitimate offering,"" he said.",76781,13633,0.65,0.41,True,False,True,666,2022-08-23T11:53:04.8388600
" (Reporting by Ilona Wissenbach; Writing by Edward Taylor; editing by Keith Weir)",76826,13634,0.50,0.50,True,True,True,168,2022-06-17T09:38:28.4315660
"Halford said the bank was aware of investor concerns, including whether its cost cutting plans went far enough and whether its capital was high enough.",76848,13636,0.59,0.44,True,False,True,649,2022-08-23T11:45:02.0841260
"Ford now links Lincoln's success to China, where the company opened its first dealerships this week and plans to have 60 stores in 50 Chinese cities by 2016.",77563,13698,0.80,0.55,True,False,True,26,2022-06-03T14:28:32.2457520
" Britain's big banks could be broken up after the country's competition watchdog launched a fullblown investigation into services for small business customers and personal accounts because of a lack of competition.",77897,13722,0.18,0.75,True,False,True,253,2022-06-23T09:53:10.9060730
"As of Feb. 22, Eissenstat also owned shares in Continental valued at more than $7 million, SEC filings show.",78035,13724,0.55,0.55,True,False,True,551,2022-08-25T09:43:04.4002520
" (Editing by Nick Zieminski)",78167,13734,0.50,0.50,True,True,True,239,2022-06-21T13:31:38.2692630
"Warren Buffet's conglomerate Berkshire Hathaway (N:BRKa) was ranked the sixth least transparent multinational, and the report said major tech companies also performed relatively poorly.",78192,13738,0.31,0.60,True,False,True,736,2022-08-24T14:13:41.0715760
Fiat became full owner of Chrysler early this year and Fiat Chrysler Automobiles began trading last month in New York and Milan.,78236,13740,0.60,0.55,True,False,True,225,2022-07-01T13:40:43.1518060
"Bill's recent decision to resign, the perception has been that there has been a dramatic shift at Pimco,"" Pimco CEO Doug Hodge said in a letter to clients last month.",78369,13754,0.50,0.67,True,False,True,3,2022-06-03T14:25:49.8814450
" British engineer RollsRoyce (L:RR) plans to cut 2,600 jobs to save money and has replaced its finance director, aiming to restore confidence following two profit warnings in eight months.",78458,13763,0.38,0.53,True,False,True,108,2022-06-08T12:42:13.3202340
South Korean shares  (KS11) were down 0.9 percent.,78540,13767,0.43,0.50,True,False,True,502,2022-08-18T14:11:06.1773760
She declined to say whether other violators may also be fined.,78644,13774,0.38,0.47,True,False,True,344,2022-07-01T07:54:49.2134580
"Gains in recent weeks have largely come on the back of strong quarterly results, which have eased concerns over how corporations are faring in an uncertain global economy.",78775,13783,0.66,0.39,True,False,True,149,2022-06-16T13:47:42.3476090
Bionym said its Nymi wristband is the world's first biometrically authenticated wearable payment pilot.,78869,13788,0.60,0.55,True,False,True,760,2022-08-24T14:23:05.5626330
"GM has given Feinberg  a Washington attorney who has overseen compensation for victims of the Sept. 11 attacks and the Deepwater Horizon oil spill, among others  free rein to determine eligibility criteria and approve or reject claims.",78882,13789,0.45,0.65,True,False,True,730,2022-08-24T14:11:12.3674010
"""The execution focus was not sufficient,"" Weinberg said.",78972,13795,0.38,0.52,True,False,True,620,2022-08-23T08:58:17.4079950
"In the search for growth, Sanofi's focus on diabetes, rare diseases, emerging markets, overthecounter treatments, animal health and generics seemed to make sense.",79018,13795,0.61,0.50,True,False,True,463,2022-08-05T13:30:48.1485810
The improved guidance comes after Europe's largest lowcost carrier introduced a series of customer service improvements and offered a new business fare with free checkedin baggage and the ability to make flight changes.,79049,13796,0.64,0.57,True,False,True,350,2022-07-01T13:50:24.3870400
"And executives made it,"" Lee said.",79145,13800,0.55,0.51,True,False,True,275,2022-06-23T10:16:50.1038360
"On Thursday, lawyers for U.S. consumers asked a federal judge in Miami to speed up a class action against Takata and four automakers, saying public safety was at stake.",79247,13804,0.36,0.59,True,False,True,217,2022-06-17T14:07:01.6392380
"Yet for nearly a year longer, BNP continued to process payments for the company, transactions involving over half a billion dollars, the documents noted.",79323,13809,0.64,0.58,True,False,True,428,2022-08-05T13:22:34.0702240
"Government deposits at 77 Bank, the region's largest lender, have jumped fourfold to almost $17 billion in the past three years as reconstruction money flooded in, the bank said.",79808,13830,0.84,0.60,True,False,True,12,2022-06-03T14:26:24.9802050
"""The construction industry as a whole has several times the amount of work it used to have before the disaster.",79852,13830,0.65,0.54,True,False,True,565,2022-08-22T08:49:09.1965810
" (Reporting by Lisa Baertlein in Los Angeles; Editing by Bernard Orr and Clara Ferreira Marques)",79885,13831,0.50,0.50,True,True,True,506,2022-08-18T14:13:18.9370750
"On Thursday, lawyers for U.S. consumers asked a federal judge in Miami to speed up a class action against Takata and four automakers, saying public safety was at stake.",79983,13839,0.37,0.61,True,False,True,53,2022-06-07T14:24:11.7027210
"The dollar hovered near a threeweek peak of 109.145 yen  after rallying nearly 0.7 percent overnight in light of the Fed's statements, while the euro fell to a threeweek trough of $1.2605 .",80135,13853,0.51,0.54,True,False,True,347,2022-07-01T07:55:53.0524900
"On an adjusted basis, Visa's net income rose 14 percent to $1.4 billion, or $2.18 per Class A share, for the quarter ended Sept. 30.",80185,13857,0.62,0.50,True,False,True,351,2022-07-01T13:41:47.9285790
"The Fed also dropped a characterization of U.S. labor market slack as ""significant"" in a show of confidence in the economy's prospects.",80215,13860,0.67,0.43,True,False,True,248,2022-08-18T14:06:30.4027980
"On Wednesday, Germany's largest lender Deutsche Bank (DE:DBKGn) announced a thirdquarter net loss, and French oil major Total (PA:TOTF) said net adjusted profit fell 2 percent.",80332,13869,0.39,0.53,True,False,True,58,2022-06-07T14:26:08.6980330
"Pfizer Chief Executive Ian Read on Tuesday said the company would rely on ""operational and financial efficiencies and remain opportunistic regarding business development.""",80563,13894,0.66,0.52,True,False,True,628,2022-08-23T11:37:25.8262630
"The U.S. National Highway Traffic Safety Administration said in documents posted online that it is looking at delays in the availability of replacement parts in two recalls from last year, as well as ""poor communications"" by Chrysler (N:FCAU) with the safety agency.",80767,13911,0.33,0.58,True,False,True,167,2022-06-17T09:38:10.5129370
Bank of America and the SEC were not immediately available for comment.,80858,13918,0.35,0.43,True,False,True,161,2022-06-17T09:35:31.8846370
"There was also focus on Russia and Ukraine, with Russia facing a rating review from Standard & Poor's later and elections taking place in Ukraine on Sunday.",81173,13945,0.50,0.65,True,False,True,203,2022-06-17T14:03:58.4123580
Officials at China Railway Corporation and China Railway Construction were not immediately available to comment.,81676,13974,0.35,0.43,True,False,True,524,2022-08-22T08:33:02.2289130
"Boris Ilyevsky, managing director of ISE's options exchanges, said that ISE supports the concept of a theoretical price band for options, noting that it would be an added risk protection mechanism for the market.",81687,13975,0.65,0.40,True,False,True,13,2022-06-17T09:32:41.6047970
Buffett's ability to sit tight and ride out shortterm market gyrations has been one of the keys to his success as a longterm investor.,81711,13976,0.62,0.42,True,False,True,7,2022-06-16T13:41:44.1711490
"Dow's plastics business has benefited from a shale boom in the United States that has pulled down prices of raw materials such as ethane and naphtha, giving the company an edge over oildependent European rivals.",81880,13987,0.64,0.56,True,False,True,369,2022-07-01T13:53:48.1814900
"Revenue from the printing business fell 6 percent to $2.02 billion in the third quarter ended Sept. 30, from a year earlier.",81924,13989,0.46,0.48,True,False,True,139,2022-06-16T13:43:05.8540070
"The largest gainer on the Nasdaq 100 was Illumina Inc (O:ILMN), which rose 9.2 percent and the largest decliner was Starbucks (O:SBUX), down only 0.5 percent.",82123,14005,0.56,0.58,True,False,True,175,2022-06-17T09:40:39.4502830
"""The board has been there for a long time.""",82206,14010,0.52,0.45,True,False,True,152,2022-06-16T13:50:35.7975120
De Margerie also worked to ensure that Total would be in pole position to return to Iran if Western economic sanctions there were lifted.,82220,14010,0.58,0.55,True,False,True,627,2022-08-23T11:37:02.1392550
"Manufacturers are expected to send in expressions of interest by Oct. 22 to the California High Speed Railway Authority, which will later issue formal requests for proposals.",82367,14029,0.52,0.52,True,False,True,768,2022-08-24T14:25:35.6560850
" (Reporting by Ludwig Burger; Editing by Georgina Prodhan)",82535,14044,0.50,0.50,True,True,True,459,2022-08-05T13:30:12.8871950
"Privately held, IndiGo does not disclose its full accounts but is the only major Indian carrier which says it is profitable.",82616,14053,0.60,0.56,True,False,True,764,2022-08-24T14:24:28.9653360
AirAsia India did not respond to requests for comment on IndiGo.,82629,14053,0.47,0.37,True,False,True,648,2022-08-23T11:44:47.8691440
"""We are now in a blackout period so companies have been precluded from conducting tactical buyback activity that has supported the equity market during selloffs in the recent past,"" said Goldman Sachs in a note earlier this week.",82654,14057,0.45,0.41,True,False,True,706,2022-08-24T09:51:58.1394210
JPMorgan said neither it nor GM intended to nix the lien.,82672,14058,0.37,0.22,True,False,True,189,2022-06-17T13:59:13.0467440
" U.S. stocks extended their rebound from this month's bruising selloff on Friday, giving the S&P 500 its best day in over a week, as worries about the U.S. earnings outlook eased, but the S&P 500 still posted its fourth straight week of declines.",82694,14060,0.44,0.61,True,False,True,211,2022-06-17T14:06:03.1651730
"The company said Friday the recall covers about 442,265 cars in the United States and 126,000 in Canada, including 20112013 VW Jettas and 20122013 VW Beetles.",82809,14066,0.50,0.06,True,False,True,226,2022-06-17T14:08:47.0074100
"""The possible return to recession in the euro zone, a floundering economy in Japan, slowdown in China and the Ebola virus outbreak have conspired to rattle investors already fretting about the end of years of U.S. stimulus.",82850,14068,0.42,0.65,True,False,True,244,2022-08-05T13:19:41.4631420
" (Reporting by Caroline Copley; Additional reporting by Katharina Bart; Editing by Ryan Woo)",82907,14073,0.50,0.50,True,True,True,529,2022-08-22T08:34:51.2498770
Trading volume remained higher than average.,82939,14076,0.61,0.52,True,False,True,235,2022-06-21T13:30:07.6913310
"Preorders start Friday for the larger iPad Air 2, priced at $499 and up, with shipping beginning next week.",82990,14080,0.62,0.49,True,False,True,114,2022-06-22T08:42:23.2423650
"Stocks have been sliding in recent days on worries about the health of the global economy, and bank shares have been hit hard.",83113,14084,0.37,0.64,True,False,True,143,2022-06-16T13:44:36.1728420
"The S&P 500 (SPX) briefly turned negative for the year on Wednesday, though S&P 500 emini futures  added 0.4 percent, which might portend a more stable day ahead on Wall Street as investors await more U.S. data.",83202,14093,0.67,0.41,True,False,True,362,2022-07-01T13:51:33.4220120
